key,name,subject_type,title,edition_count,subject,authors
/subjects/picture_books,picture books,subject,Little Owl's colors,1,"Owls,Juvenile fiction,Animals,Colors,Forests and forestry,Children's fiction,Owls, fiction,Picture books,Color, fiction,Toy and movable books,Accessible book,Protected DAISY",Divya Srinivasan
/subjects/picture_books,picture books,subject,This is not a book,1,"Juvenile fiction,Visual perception,Board books,Children's fiction,Picture books",Jean Jullien
/subjects/picture_books,picture books,subject,Little blue chair,1,"Children's fiction,Picture books",Cary Fagan
/subjects/picture_books,picture books,subject,Peek-a-boo what?,1,"Board books,Children's stories,Lift-the-flap books,Toy and movable books,Pictorial works,Children's fiction,Picture books",Elliot Kreloff
/subjects/picture_books,picture books,subject,The big adventure of a little line,1,"Imagination,Juvenile fiction,Drawing,Children's fiction,Picture books",Serge Bloch
/subjects/picture_books,picture books,subject,That neighbor kid,1,"Neighbors,Tree houses,Picture books,Juvenile fiction,Friendship,Fiction",Daniel Miyares
/subjects/picture_books,picture books,subject,This book will not be fun,1,"Mice,Imaginary creatures,Fiction,Children's fiction,Picture books",Cirocco Dunlap
/subjects/picture_books,picture books,subject,The making of Mollie,1,"Sisters,Juvenile fiction,Friendship,Suffragists,Children's fiction,Picture books",Anna Carey
/subjects/picture_books,picture books,subject,It's great being a dad,1,"Juvenile fiction,Picture books for children,Fatherhood,Children's fiction,Picture books",Dan Bar-el
/subjects/picture_books,picture books,subject,"Leap, frog, leap!",1,"Juvenile fiction,Animals,Board books,Picture books",Douglas Florian
/subjects/picture_books,picture books,subject,Wonderfully wordless,1,"Picture books for children,Graphic novels,Bibliography,Picture books,Best books,Picture books for children, bibliography,Comic books, strips, etc., bibliography,Accessible book,Protected DAISY",William P. Martin
/subjects/picture_books,picture books,subject,Look at me!,1,"Animal sounds,Juvenile literature,Guessing games,Animals,Animals, juvenile literature,Picture books,Toy and movable books",
/subjects/picture_books,picture books,subject,Samira and the skeletons,1,"Juvenile fiction,Picture books,Skeleton,Humorous stories,Fiction",Camilla Kuhn
/subjects/picture_books,picture books,subject,"Little Elliot, big family",1,"Families,Picture books,Elephants,Juvenile fiction,Friendship,Mice,Children's fiction,Family, fiction,Friendship, fiction,Elephants, fiction,Mice, fiction,Fiction",Mike Curato
/subjects/picture_books,picture books,subject,Walk with me,1,"Imagination,Lion,Fatherless families,Fiction,Children's fiction,Lion, fiction,Imagination, fiction,Picture books",Jairo Buitrago
/subjects/picture_books,picture books,subject,The underwater planet,1,"Extraterrestrial beings,Juvenile fiction,Exploration,Mice,Planets,Children's fiction,Science fiction,Humorous stories,Extraterrestrial beings, fiction,Mice, fiction,Outer space, fiction,Picture books",Geronimo Stilton
/subjects/picture_books,picture books,subject,Into the snow,1,"Juvenile fiction,Play,Winter,Snow,Children's fiction,Picture books",Yuki Kaneko
/subjects/picture_books,picture books,subject,Bathtime with Theo & Beau,1,"Baths,Human-animal relationships,Dogs,Pets,Fiction,Children's fiction,Human-animal relationships, fiction,Pets, fiction,Dogs, fiction,Baths, fiction,Picture books",Jessica Shyba
/subjects/picture_books,picture books,subject,Yo-kai watch,1,"Translations into English,Clocks and watches,Mythical Animals,Comic books, strips,Comic books, strips, etc.,Picture books,Children's fiction",Noriyuki Konishi
/subjects/picture_books,picture books,subject,Prairie dog song,1,"Prairie dogs,Picture books,Juvenile literature,Texts,Children's songs,Grassland animals,Grassland ecology",Susan L. Roth
/subjects/picture_books,picture books,subject,My dynamite dad,1,"Juvenile fiction,Father and child,Animals,Infancy,Children's fiction,Picture books,Accessible book,Protected DAISY",Sterling Sterling Children's
/subjects/picture_books,picture books,subject,The thunder egg,1,"Picture books,Indians of North America,Sacrifice,Cheyenne Indians,Juvenile fiction,Fiction",Tim J. Myers
/subjects/picture_books,picture books,subject,Musnet,1,"Mice,Graphic novels,Painting,Comic books, strips,Children's fiction,Picture books,France, fiction",Kickily Graphic novel creator
/subjects/picture_books,picture books,subject,I am (not) scared,1,"Juvenile fiction,Friendship,Fear,Emotions,Children's fiction,Emotions, fiction,Fear, fiction,Friendship, fiction,Picture books,Humorous stories",Anna Kang
/subjects/picture_books,picture books,subject,What a beautiful morning,1,"Juvenile fiction,Grandfathers,Picture books for children,Old age,Senile dementia,Fiction,Children's fiction,Old age, fiction,Grandparents, fiction,Picture books,Accessible book,Protected DAISY",Arthur Levine
/subjects/picture_books,picture books,subject,The road home,1,"Stories in rhyme,Forest animals,Animals,Home,Habitations,Birds,Fiction,Children's fiction,Picture books",Katie Cotton
/subjects/picture_books,picture books,subject,The thing about yetis,1,"Summer,Yeti,Picture books,Winter,Fiction,Children's fiction,Winter, fiction,Summer, fiction",Vin Vogel
/subjects/picture_books,picture books,subject,U.S. women's soccer,1,"Soccer for women,FIFA Women's World Cup (2015 : Canada),Juvenile literature,Picture books,History,Soccer,Soccer, juvenile literature","Alexander, Heather"
/subjects/picture_books,picture books,subject,"Puppy, puppy, puppy",1,"Infants,Puppies,Juvenile fiction,Pets,Children's fiction,Dogs, fiction,Picture books",Julie Sternberg
/subjects/picture_books,picture books,subject,Nate likes to skate,1,"Juvenile fiction,Friendship,Picture books,Stories in rhyme,Fiction",Bruce Degen
/subjects/picture_books,picture books,subject,Stanley the mailman,1,"Letter carriers,Juvenile fiction,Hamsters,Rodents,Children's fiction,Hamsters, fiction,Rodents, fiction,Picture books",William Bee
/subjects/picture_books,picture books,subject,"I Love You, Father Christmas",1,"Stories in rhyme,Christmas,Juvenile fiction,Board books,Pictorial works,Fiction,Children's fiction,Santa claus, fiction,Picture books,Accessible book,Protected DAISY",Giles Andreae
/subjects/picture_books,picture books,subject,Bear's winter party,1,"Bears,Juvenile fiction,Friendship,Picture books,Fiction,Children's fiction,Bears, fiction,Friendship, fiction",Deborah Hodge
/subjects/picture_books,picture books,subject,Kiss it better,1,"Kissing,Juvenile fiction,Stories in rhyme,Fiction,Children's fiction,Love, fiction,Picture books",Smriti Prasadam-Halls
/subjects/picture_books,picture books,subject,Sharks and other deadly ocean creatures,1,"Sharks,Marine animals,Juvenile literature,Picture books,Marine animals, juvenile literature,Sharks, juvenile literature",Derek Harvey
/subjects/picture_books,picture books,subject,ABC,1,"Aerial photography,Landscapes,Picture books,Juvenile literature,Alphabet,Photography,Accessible book,Protected DAISY",Benedikt Gross
/subjects/picture_books,picture books,subject,"Click, clack, surprise!",1,"Juvenile fiction,Birthdays,Domestic animals,Ducks,Children's fiction,Picture books,Ducks, fiction",Doreen Cronin
/subjects/picture_books,picture books,subject,Mr. Benjamin's suitcase of secrets,1,"Juvenile fiction,Picture books,Garment bags",Peiyu Zhang
/subjects/picture_books,picture books,subject,Sardine goes fishing,1,"Fishing,Fiction,Children's fiction,Toy and movable books,Picture books,Fishing, fiction",Florence Wetterwald
/subjects/picture_books,picture books,subject,Baby's first words,1,"Fathers and daughters,Infants,Juvenile literature,Vocabulary,Babies,Vocabulary, juvenile literature,Toy and movable books,Picture books,LGBTQ parenting,LGBTQ board books",Stella Blackstone
/subjects/picture_books,picture books,subject,Daddy depot,1,"Fathers and daughters,Imagination,Retail Stores,Fiction,Children's fiction,Picture books",Chana Stiefel
/subjects/picture_books,picture books,subject,Baking with dad,1,"Fathers and daughters,Parent and child,Baking,Picture books,Juvenile fiction,Fiction,Children's fiction,Baking, fiction",Aurora Cacciapuoti
/subjects/picture_books,picture books,subject,My first book of soccer,1,"Soccer,Juvenile literature,Soccer, juvenile literature,Picture books",Beth Bugler
/subjects/picture_books,picture books,subject,In the garden,1,"Insects,Gardens,Board books,Fiction,Ecology,Ecology, juvenile literature,Picture books,Animals,Animals, juvenile literature,Toy and movable books",Smriti Prasadam-Halls
/subjects/picture_books,picture books,subject,My little pony,1,"Ponies,Graphic novels,Magic,Fiction,Children's fiction,Ponies, fiction,Unicorns, fiction,Friendship, fiction,Cartoons and comics,Picture books",Meghan McCarthy
/subjects/picture_books,picture books,subject,La Llorona,1,"Picture books for children,Spanish language materials,Board books,Bilingual materials,Bilingual,Contar (Enumerar),Counting,Juvenile literature,Literatura juvenil,Counting books,Counting, juvenile literature,Vocabulary, juvenile literature,Vocabulary,Toy and movable books,Picture books",Patty Rodríguez
/subjects/picture_books,picture books,subject,The Big Honey Hunt,1,"Picture books,Fiction",Stan Berenstain
/subjects/picture_books,picture books,subject,"Good Night, Curious George padded board book (touch-and-feel)",1,"Children's fiction,Curious george (fictitious character), fiction,Picture books,Monkeys, fiction",H. A. Rey
/subjects/picture_books,picture books,subject,Curious George's Box of Books,1,"Children's fiction,Animals, fiction,Picture books,Monkeys, fiction,Curious george (fictitious character), fiction","H. A. Rey, Margret Rey"
/subjects/picture_books,picture books,subject,Busy Days with Curious George,1,"Children's fiction,Curious george (fictitious character), fiction,Picture books,Monkeys, fiction",H. A. Rey
/subjects/picture_books,picture books,subject,Curious George Ready for School (tabbed board book),1,"Children's fiction,Monkeys, fiction,Toy and movable books,Picture books,Curious george (fictitious character), fiction","H. A. Rey, Mary O'Keefe Young"
/subjects/picture_books,picture books,subject,Alfie and Mum,1,"Children's fiction,Picture books",Shirley Hughes
/subjects/picture_books,picture books,subject,Animals Under the Sea Lift-the-Flap (Lift-the-Flap Tab Books),1,"Marine animals,Marine animals, juvenile literature,Toy and movable books,Picture books",Deborah Chancellor
/subjects/picture_books,picture books,subject,Chester,1,"Cats,Juvenile fiction,Storytelling,Picture books for children,Fiction,Humorous stories,Picture books,Chats,Romans, nouvelles, etc. pour la jeunesse,Art de conter,Livres d'images pour enfants,Accessible book,Protected DAISY",Melanie Watt
/subjects/picture_books,picture books,subject,Teen Titans go!,1,"Teen Titans (Fictitious characters),Teenagers,Superheroes,Comic books, strips,Children's fiction,Teenage mutant ninja turtles (fictitious characters), fiction,Science fiction,Cartoons and comics,Picture books",J. Torres
/subjects/picture_books,picture books,subject,Greta the Great Horned Owl,1,"Owls,Owls, juvenile literature,Picture books",Christie Gove-Berg
/subjects/picture_books,picture books,subject,123 dream,1,"Juvenile fiction,Counting,Picture books,Children's fiction,Animals, fiction,Counting books",Kim Krans
/subjects/picture_books,picture books,subject,A bike like Sergio's,1,"Money,Poverty,Conduct of life,Bicycles and bicycling,Fiction,Children's fiction,Picture books,Friendship, fiction",Maribeth Boelts
/subjects/picture_books,picture books,subject,Tiger Has a Tantrum - A book about feeling angry (Behaviour Matters),1,"Children's fiction,Picture books",Sue Graves
/subjects/picture_books,picture books,subject,How to Give Your Cat a Bath in Five Easy Steps,1,"Children's fiction,Picture books,Cats, fiction","Nicola Winstanley, John Martz"
/subjects/picture_books,picture books,subject,The Great Gran Plan,1,"Children's fiction,Picture books","Elli Woollard, Steven Lenton"
/subjects/picture_books,picture books,subject,"Goodnight, Grizzle Grump!",1,"Hibernation,Sleep,Picture books,Bears,Grizzly bear,Fiction,Accessible book,Protected DAISY",Aaron Blecha
/subjects/picture_books,picture books,subject,Two white rabbits,1,"Emigration and immigration,Illegal aliens,Counting,Fathers and daughters,Fiction,Children's fiction,Fathers and daughters, fiction,Counting books,Rabbits, fiction,Immigrants, fiction,Illegal aliens, fiction,Emigration and immigration, fiction,Picture books,Accessible book,Protected DAISY",Jairo Buitrago
/subjects/picture_books,picture books,subject,Music class today!,1,"Picture books,Instruction and study,Juvenile fiction,Fiction,Stories in rhyme,Musical instruments,Music,Bashfulness,Toddlers,Children's fiction,Music, fiction,Bashfulness, fiction,JUVENILE FICTION / Performing Arts / Music,JUVENILE FICTION / Social Issues / New Experience,JUVENILE FICTION / Imagination & Play",David Weinstone
/subjects/picture_books,picture books,subject,All I Want for Christmas Is You,1,"Puppies,Juvenile fiction,Wishes,Picture books,Christmas stories,Children's fiction,Christmas, fiction,Stories in rhyme,Fiction,Texts,Christmas music,Christmas,Songs",Mariah Carey
/subjects/picture_books,picture books,subject,Space boy and his dog,1,"Brothers and sisters,Imagination,Juvenile fiction,Picture books,Dogs,Accessible book,Protected DAISY",Dian Curtis Regan
/subjects/picture_books,picture books,subject,Little Tug,1,"Tugboats,Juvenile fiction,Ships,Friendship,Children's fiction,Toy and movable books,Picture books,Accessible book,Protected DAISY","Savage, Stephen"
/subjects/picture_books,picture books,subject,Octopuses!,1,"Juvenile literature,Octopuses,Octopuses, juvenile literature,Picture books,Pictorial works",Laurence Pringle
/subjects/picture_books,picture books,subject,"Boom, Snot, Twitty, this way, that way",1,"Animals,Juvenile fiction,Friendship,Fiction,Children's fiction,Friendship, fiction,Animals, fiction,Picture books,Accessible book,Protected DAISY",Doreen Cronin
